SNR,Accuracy
-20,0.1014
-18,0.1227
-16,0.1441
-14,0.1909
-12,0.235
-10,0.3486
-8,0.4664
-6,0.5795
-4,0.7391
-2,0.83
0,0.8732
2,0.8614
4,0.8614
6,0.8623
8,0.8491
10,0.8564
12,0.8623
14,0.8582
16,0.8605
18,0.8527
