SNR,Accuracy
-20.0,0.10136363636363636
-18.0,0.12272727272727273
-16.0,0.1440909090909091
-14.0,0.19090909090909092
-12.0,0.235
-10.0,0.34863636363636363
-8.0,0.46636363636363637
-6.0,0.5795454545454546
-4.0,0.7390909090909091
-2.0,0.83
0.0,0.8731818181818182
2.0,0.8613636363636363
4.0,0.8613636363636363
6.0,0.8622727272727273
8.0,0.8490909090909091
10.0,0.8563636363636363
12.0,0.8622727272727273
14.0,0.8581818181818182
16.0,0.8604545454545455
18.0,0.8527272727272728
