SNR,Accuracy
-20,0.0977
-18,0.0973
-16,0.1014
-14,0.1277
-12,0.1564
-10,0.2623
-8,0.3873
-6,0.5027
-4,0.6486
-2,0.7832
0,0.8441
2,0.8809
4,0.8891
6,0.9014
8,0.9086
10,0.9114
12,0.9114
14,0.9123
16,0.9095
18,0.9105
