SNR,Accuracy
-20,0.0955
-18,0.095
-16,0.0941
-14,0.1173
-12,0.1468
-10,0.24
-8,0.3814
-6,0.5164
-4,0.6459
-2,0.7577
0,0.81
2,0.8309
4,0.8286
6,0.8441
8,0.8327
10,0.8423
12,0.8532
14,0.8477
16,0.8323
18,0.845
