SNR,Accuracy
-20.0,0.09863636363636363
-18.0,0.11181818181818182
-16.0,0.1409090909090909
-14.0,0.19318181818181818
-12.0,0.23318181818181818
-10.0,0.3331818181818182
-8.0,0.4213636363636364
-6.0,0.5668181818181818
-4.0,0.7204545454545455
-2.0,0.8127272727272727
0.0,0.8718181818181818
2.0,0.885
4.0,0.889090909090909
6.0,0.9018181818181819
8.0,0.8986363636363637
10.0,0.9022727272727272
12.0,0.9063636363636364
14.0,0.899090909090909
16.0,0.9040909090909091
18.0,0.9063636363636364
