SNR,Accuracy
-20.0,0.10416666666666667
-18.0,0.11133333333333334
-16.0,0.11983333333333333
-14.0,0.15608333333333332
-12.0,0.22166666666666668
-10.0,0.31516666666666665
-8.0,0.4225833333333333
-6.0,0.5556666666666666
-4.0,0.73
-2.0,0.8511666666666666
0.0,0.9075
2.0,0.9259166666666667
4.0,0.9318333333333333
6.0,0.93225
8.0,0.9344166666666667
10.0,0.93675
12.0,0.937
14.0,0.9389166666666666
16.0,0.93775
18.0,0.9398333333333333
