SNR,Accuracy
-20.0,0.10041666666666667
-18.0,0.10833333333333334
-16.0,0.11958333333333333
-14.0,0.14
-12.0,0.19608333333333333
-10.0,0.28575
-8.0,0.35975
-6.0,0.47841666666666666
-4.0,0.6269166666666667
-2.0,0.7364166666666667
0.0,0.7991666666666667
2.0,0.8255
4.0,0.8310833333333333
6.0,0.8376666666666667
8.0,0.8394166666666667
10.0,0.8400833333333333
12.0,0.8375833333333333
14.0,0.8405833333333333
16.0,0.839
18.0,0.8468333333333333
