SNR,Accuracy
-20,0.0941
-18,0.0941
-16,0.0914
-14,0.105
-12,0.1327
-10,0.2136
-8,0.3882
-6,0.5414
-4,0.6886
-2,0.8064
0,0.8832
2,0.9141
4,0.92
6,0.915
8,0.9264
10,0.9209
12,0.9323
14,0.9309
16,0.9223
18,0.9245
