SNR,Accuracy
-20,0.0932
-18,0.0986
-16,0.0977
-14,0.1205
-12,0.1664
-10,0.2486
-8,0.3655
-6,0.5023
-4,0.6423
-2,0.7864
0,0.8577
2,0.8859
4,0.8882
6,0.91
8,0.895
10,0.8868
12,0.9186
14,0.8986
16,0.8968
18,0.8941
