SNR,Accuracy
-20,0.0995
-18,0.1105
-16,0.1377
-14,0.1745
-12,0.2377
-10,0.3559
-8,0.4736
-6,0.6159
-4,0.7423
-2,0.8327
0,0.8823
2,0.8905
4,0.8782
6,0.8864
8,0.8864
10,0.8782
12,0.8755
14,0.8814
16,0.8723
18,0.8664
