SNR,Accuracy
-20,0.0964
-18,0.1
-16,0.095
-14,0.1209
-12,0.165
-10,0.2586
-8,0.3773
-6,0.5118
-4,0.6523
-2,0.7505
0,0.8136
2,0.8305
4,0.8273
6,0.8291
8,0.8364
10,0.8395
12,0.8359
14,0.8382
16,0.8305
18,0.8377
