SNR,Accuracy
-20,0.0945
-18,0.0936
-16,0.095
-14,0.11
-12,0.1436
-10,0.2505
-8,0.3959
-6,0.5286
-4,0.6441
-2,0.7336
0,0.7968
2,0.825
4,0.8295
6,0.8336
8,0.8377
10,0.8391
12,0.8432
14,0.8414
16,0.8336
18,0.8423
