SNR,Accuracy
-20,0.1086
-18,0.1055
-16,0.1364
-14,0.18
-12,0.2418
-10,0.3368
-8,0.4364
-6,0.5727
-4,0.74
-2,0.8218
0,0.8477
2,0.8668
4,0.8459
6,0.8527
8,0.865
10,0.88
12,0.8859
14,0.88
16,0.8686
18,0.8577
