SNR,Accuracy
-20,0.0964
-18,0.0932
-16,0.095
-14,0.105
-12,0.1523
-10,0.2205
-8,0.3564
-6,0.5241
-4,0.67
-2,0.7595
0,0.8291
2,0.8618
4,0.8736
6,0.8664
8,0.8732
10,0.875
12,0.8805
14,0.8709
16,0.8768
18,0.8677
