SNR,Accuracy
-20,0.1018
-18,0.1109
-16,0.1368
-14,0.1968
-12,0.2345
-10,0.3359
-8,0.4518
-6,0.59
-4,0.7114
-2,0.8355
0,0.9023
2,0.9168
4,0.9214
6,0.92
8,0.9195
10,0.9273
12,0.9323
14,0.93
16,0.9255
18,0.9295
