SNR,Accuracy
-20.0,0.117
-18.0,0.13983333333333334
-16.0,0.16458333333333333
-14.0,0.2235
-12.0,0.2886666666666667
-10.0,0.38075
-8.0,0.4835
-6.0,0.60425
-4.0,0.7458333333333333
-2.0,0.8403333333333334
0.0,0.8979166666666667
2.0,0.91775
4.0,0.9235
6.0,0.9265833333333333
8.0,0.93
10.0,0.93275
12.0,0.9336666666666666
14.0,0.9334166666666667
16.0,0.9365
18.0,0.9408333333333333
