SNR,Accuracy
-20,0.0977
-18,0.0918
-16,0.0973
-14,0.1241
-12,0.1523
-10,0.2223
-8,0.3523
-6,0.4864
-4,0.6041
-2,0.695
0,0.7868
2,0.8009
4,0.8236
6,0.8341
8,0.835
10,0.8332
12,0.845
14,0.8277
16,0.8236
18,0.8345
