SNR,Accuracy
-20,0.1005
-18,0.1218
-16,0.1241
-14,0.1777
-12,0.2518
-10,0.3432
-8,0.4573
-6,0.5827
-4,0.7064
-2,0.8018
0,0.8436
2,0.8559
4,0.8518
6,0.8523
8,0.8573
10,0.8582
12,0.8686
14,0.8532
16,0.8441
18,0.8573
