SNR,Accuracy
-20,0.0982
-18,0.1168
-16,0.145
-14,0.1791
-12,0.2509
-10,0.3695
-8,0.51
-6,0.6627
-4,0.7764
-2,0.8555
0,0.8882
2,0.9059
4,0.9055
6,0.9
8,0.9041
10,0.9018
12,0.9123
14,0.9068
16,0.9027
18,0.8973
