SNR,Accuracy
-20,0.0923
-18,0.1014
-16,0.1127
-14,0.1409
-12,0.1973
-10,0.2918
-8,0.4036
-6,0.5641
-4,0.7127
-2,0.8382
0,0.8918
2,0.9095
4,0.9118
6,0.9205
8,0.925
10,0.92
12,0.9341
14,0.9273
16,0.9305
18,0.9227
