SNR,Accuracy
-20,0.1
-18,0.115
-16,0.1482
-14,0.1855
-12,0.2314
-10,0.3068
-8,0.4214
-6,0.5405
-4,0.6791
-2,0.7682
0,0.8082
2,0.8286
4,0.8191
6,0.8255
8,0.8195
10,0.8318
12,0.8395
14,0.8336
16,0.8282
18,0.8382
