SNR,Accuracy
-20,0.0968
-18,0.0927
-16,0.1005
-14,0.1245
-12,0.1555
-10,0.2386
-8,0.3536
-6,0.5027
-4,0.64
-2,0.7273
0,0.7932
2,0.8236
4,0.8286
6,0.845
8,0.8373
10,0.8418
12,0.8527
14,0.8464
16,0.8295
18,0.8486
