SNR,Accuracy
-20,0.1041
-18,0.1132
-16,0.1441
-14,0.1991
-12,0.2414
-10,0.3236
-8,0.4095
-6,0.5391
-4,0.6841
-2,0.7664
0,0.8205
2,0.8141
4,0.8105
6,0.8223
8,0.8155
10,0.8309
12,0.8341
14,0.8295
16,0.8209
18,0.8405
