SNR,Accuracy
-20,0.0955
-18,0.0909
-16,0.0909
-14,0.1182
-12,0.1323
-10,0.2123
-8,0.3341
-6,0.5186
-4,0.6473
-2,0.7441
0,0.7959
2,0.8327
4,0.8409
6,0.8495
8,0.8505
10,0.8427
12,0.8514
14,0.8545
16,0.8459
18,0.8545
