SNR,Accuracy
-20,0.0955
-18,0.1091
-16,0.1432
-14,0.1864
-12,0.255
-10,0.3709
-8,0.4786
-6,0.6127
-4,0.7386
-2,0.83
0,0.8936
2,0.9218
4,0.9223
6,0.9309
8,0.9332
10,0.9305
12,0.9409
14,0.935
16,0.9286
18,0.9368
