SNR,Accuracy
-20.0,0.104
-18.0,0.11516666666666667
-16.0,0.12491666666666666
-14.0,0.16116666666666668
-12.0,0.21425
-10.0,0.30491666666666667
-8.0,0.40116666666666667
-6.0,0.538
-4.0,0.7111666666666666
-2.0,0.8304166666666667
0.0,0.8989166666666667
2.0,0.9250833333333334
4.0,0.9265
6.0,0.9289166666666666
8.0,0.9313333333333333
10.0,0.93625
12.0,0.9349166666666666
14.0,0.935
16.0,0.9356666666666666
18.0,0.9381666666666667
