SNR,Accuracy
-20.0,0.08818181818181818
-18.0,0.09772727272727273
-16.0,0.09954545454545455
-14.0,0.11363636363636363
-12.0,0.13363636363636364
-10.0,0.22727272727272727
-8.0,0.34454545454545454
-6.0,0.48545454545454547
-4.0,0.6618181818181819
-2.0,0.785
0.0,0.8690909090909091
2.0,0.8868181818181818
4.0,0.8877272727272727
6.0,0.89
8.0,0.8931818181818182
10.0,0.889090909090909
12.0,0.894090909090909
14.0,0.8954545454545455
16.0,0.8986363636363637
18.0,0.889090909090909
