epoch,train_loss,train_accuracy,val_loss,val_accuracy,epoch_time_seconds,learning_rate,timestamp
1,1.5754777193069458,0.40049999952316284,2.7328505516052246,0.09090909361839294,53.66,0.0010000000474974513,2025-09-25T11:38:56.502801
2,1.206289529800415,0.5085151791572571,35.34647750854492,0.09090909361839294,5.28,0.0010000000474974513,2025-09-25T11:39:01.974706
3,1.1560992002487183,0.5253711938858032,9.78738021850586,0.0905681848526001,5.17,0.0007000000332482159,2025-09-25T11:39:07.342900
4,1.128188133239746,0.5364999771118164,14.64886474609375,0.08388636261224747,5.16,0.0007000000332482159,2025-09-25T11:39:12.707294
5,1.1155270338058472,0.5422348380088806,14.258430480957031,0.09090909361839294,5.16,0.0004900000058114529,2025-09-25T11:39:18.061463
6,1.1015762090682983,0.5500378608703613,4.537337779998779,0.14579544961452484,5.33,0.0004900000058114529,2025-09-25T11:39:23.598279
7,1.094238042831421,0.5535151362419128,5.641188144683838,0.17497727274894714,5.41,0.0004900000058114529,2025-09-25T11:39:29.190565
8,1.08762526512146,0.5568636655807495,11.026615142822266,0.07777272909879684,5.15,0.0004900000058114529,2025-09-25T11:39:34.525252
9,1.0812022686004639,0.5596742630004883,9.090672492980957,0.12200000137090683,5.22,0.0003429999924264848,2025-09-25T11:39:39.956690
10,1.0720934867858887,0.5648560523986816,4.734163284301758,0.20179545879364014,5.58,0.0003429999924264848,2025-09-25T11:39:45.749046
11,1.0659767389297485,0.5675984621047974,3.193451404571533,0.2494318187236786,5.6,0.0003429999924264848,2025-09-25T11:39:51.535642
12,1.0606205463409424,0.5704621076583862,4.679681777954102,0.21090908348560333,5.38,0.0003429999924264848,2025-09-25T11:39:57.096061
13,1.0556257963180542,0.572954535484314,4.324276447296143,0.19420453906059265,5.36,0.00024009999469853938,2025-09-25T11:40:02.656236
14,1.0491042137145996,0.5768333077430725,7.689259052276611,0.20059090852737427,5.35,0.00024009999469853938,2025-09-25T11:40:08.222108
15,1.045527458190918,0.5778863430023193,5.588219165802002,0.12606817483901978,5.35,0.00016806999337859452,2025-09-25T11:40:13.771976
16,1.0409256219863892,0.5799317955970764,1.7702288627624512,0.37504544854164124,5.58,0.00016806999337859452,2025-09-25T11:40:19.547493
17,1.0386191606521606,0.5810530185699463,2.2099788188934326,0.37670454382896423,5.57,0.00016806999337859452,2025-09-25T11:40:25.300505
18,1.0365633964538574,0.5818485021591187,4.539734840393066,0.22561363875865936,5.4,0.00016806999337859452,2025-09-25T11:40:30.886655
19,1.0345735549926758,0.5827575922012329,4.107926368713379,0.31259089708328247,5.36,0.00011764899682020769,2025-09-25T11:40:36.446009
20,1.0315735340118408,0.5839242339134216,2.785456657409668,0.3338181674480438,5.22,0.00011764899682020769,2025-09-25T11:40:41.861287
21,1.030074119567871,0.5850303173065186,2.671546220779419,0.38209089636802673,5.57,0.00011764899682020769,2025-09-25T11:40:47.625679
22,1.0287096500396729,0.5857803225517273,2.9666380882263184,0.3375000059604645,5.36,0.00011764899682020769,2025-09-25T11:40:53.170981
23,1.0273592472076416,0.5865378975868225,2.610865354537964,0.34643182158470154,5.36,8.235429413616657e-05,2025-09-25T11:40:58.726070
24,1.0252611637115479,0.586946964263916,1.7916351556777954,0.501340925693512,5.57,8.235429413616657e-05,2025-09-25T11:41:04.493471
25,1.0242129564285278,0.5876136422157288,1.4889307022094727,0.4708636403083801,5.34,8.235429413616657e-05,2025-09-25T11:41:10.015774
26,1.0233193635940552,0.5879393815994263,1.5585241317749023,0.4760681688785553,5.38,5.764800516772084e-05,2025-09-25T11:41:15.597151
27,1.0218713283538818,0.5885833501815796,1.2936108112335205,0.5284090638160706,5.37,5.764800516772084e-05,2025-09-25T11:41:21.160739
28,1.0211721658706665,0.588939368724823,1.2307753562927246,0.5073636174201965,5.35,5.764800516772084e-05,2025-09-25T11:41:26.697678
29,1.0205466747283936,0.589090883731842,1.2470513582229614,0.5488636493682861,5.55,5.764800516772084e-05,2025-09-25T11:41:32.448778
30,1.0199273824691772,0.5893105864524841,1.1380220651626587,0.5376136302947998,5.37,5.764800516772084e-05,2025-09-25T11:41:38.033668
31,1.0193254947662354,0.5896363854408264,1.1931697130203247,0.5435909032821655,5.36,4.035360325360671e-05,2025-09-25T11:41:43.601874
32,1.0183417797088623,0.5903787612915039,1.6653608083724976,0.48702272772789,5.36,4.035360325360671e-05,2025-09-25T11:41:49.162870
33,1.0178488492965698,0.5907272696495056,1.2084962129592896,0.5381590723991394,5.36,2.8247523005120456e-05,2025-09-25T11:41:54.721294
34,1.0171358585357666,0.5909014940261841,1.09438955783844,0.5618636608123779,5.58,2.8247523005120456e-05,2025-09-25T11:42:00.501941
35,1.0167834758758545,0.5911666750907898,1.4099407196044922,0.5306363701820374,5.33,2.8247523005120456e-05,2025-09-25T11:42:06.020937
36,1.0164644718170166,0.5912651419639587,1.2241523265838623,0.5236591100692749,5.34,1.977326610358432e-05,2025-09-25T11:42:11.566743
37,1.0159454345703125,0.5912727117538452,1.0411514043807983,0.5784090757369995,5.58,1.977326610358432e-05,2025-09-25T11:42:17.349444
38,1.0156848430633545,0.5914621353149414,1.041442632675171,0.5788409113883972,5.55,1.977326610358432e-05,2025-09-25T11:42:23.084659
39,1.0154659748077393,0.5916439294815063,1.0376091003417969,0.5818636417388916,5.61,1.977326610358432e-05,2025-09-25T11:42:28.876367
40,1.0152628421783447,0.5917423963546753,1.0670019388198853,0.5680227279663086,5.36,1.977326610358432e-05,2025-09-25T11:42:34.423569
41,1.0150576829910278,0.5918030142784119,1.0329543352127075,0.57997727394104,5.34,1.3841286090610083e-05,2025-09-25T11:42:39.959602
42,1.0146788358688354,0.5917878746986389,1.062598466873169,0.5720227360725403,5.41,1.3841286090610083e-05,2025-09-25T11:42:45.572523
43,1.0144988298416138,0.591856062412262,1.2658772468566895,0.5397272706031799,5.4,9.688899808679707e-06,2025-09-25T11:42:51.174111
44,1.014212727546692,0.5921288132667542,1.0624819993972778,0.571113646030426,5.36,9.688899808679707e-06,2025-09-25T11:42:56.732490
45,1.0140842199325562,0.59210604429245,1.0406855344772339,0.5788182020187378,5.36,6.782229775126325e-06,2025-09-25T11:43:02.290661
46,1.0138697624206543,0.5922121405601501,1.0313899517059326,0.5840908885002136,5.59,6.782229775126325e-06,2025-09-25T11:43:08.078251
47,1.013782262802124,0.5921969413757324,1.0326189994812012,0.5831136107444763,5.39,6.782229775126325e-06,2025-09-25T11:43:13.658374
48,1.0137087106704712,0.5922499895095825,1.0293010473251343,0.5845909118652344,5.59,6.782229775126325e-06,2025-09-25T11:43:19.448107
49,1.0136358737945557,0.5923333168029785,1.0379557609558105,0.5814999938011169,5.35,6.782229775126325e-06,2025-09-25T11:43:24.991195
50,1.013556957244873,0.5923863649368286,1.0282670259475708,0.5842272639274597,5.16,4.747560979012633e-06,2025-09-25T11:43:30.353365
51,1.0134007930755615,0.5923636555671692,1.0282862186431885,0.5849772691726685,5.57,4.747560979012633e-06,2025-09-25T11:43:36.122089
52,1.0133453607559204,0.592409074306488,1.0293223857879639,0.5840681791305542,5.38,4.747560979012633e-06,2025-09-25T11:43:41.685241
53,1.0132901668548584,0.5924545526504517,1.028475284576416,0.5849772691726685,5.36,3.323292730783578e-06,2025-09-25T11:43:47.261584
54,1.0131787061691284,0.5924772620201111,1.0322211980819702,0.5845227241516113,5.15,3.323292730783578e-06,2025-09-25T11:43:52.618116
55,1.0131373405456543,0.5926136374473572,1.028053641319275,0.5850909352302551,5.5,3.323292730783578e-06,2025-09-25T11:43:58.315317
56,1.0131027698516846,0.5925909280776978,1.029136061668396,0.5848636627197266,5.2,3.323292730783578e-06,2025-09-25T11:44:03.700620
57,1.0130631923675537,0.5926742553710938,1.0290135145187378,0.5847272872924805,5.36,2.3263048660737695e-06,2025-09-25T11:44:09.268682
58,1.0129766464233398,0.5926514863967896,1.0275943279266357,0.5847954750061035,5.39,2.3263048660737695e-06,2025-09-25T11:44:14.858591
59,1.0129485130310059,0.5927500128746033,1.0274475812911987,0.5848408937454224,5.37,1.6284134289890062e-06,2025-09-25T11:44:20.426234
60,1.012888789176941,0.5928182005882263,1.0273305177688599,0.5843636393547058,5.36,1.6284134289890062e-06,2025-09-25T11:44:25.991214
61,1.0128674507141113,0.5928106307983398,1.0280343294143677,0.5848636627197266,5.33,1.1398893775549368e-06,2025-09-25T11:44:31.525980
62,1.0128231048583984,0.5928560495376587,1.0280070304870605,0.5851136445999146,5.59,1.1398893775549368e-06,2025-09-25T11:44:37.316166
63,1.0128072500228882,0.5928787589073181,1.0281262397766113,0.5851590633392334,5.56,7.97922552919772e-07,2025-09-25T11:44:43.057100
64,1.0127735137939453,0.5929242372512817,1.027508020401001,0.5850227475166321,5.38,7.97922552919772e-07,2025-09-25T11:44:48.621182
65,1.012765884399414,0.5929242372512817,1.0276989936828613,0.5852272510528564,5.58,7.97922552919772e-07,2025-09-25T11:44:54.396733
66,1.0127578973770142,0.5928787589073181,1.0273525714874268,0.5847045183181763,5.39,7.97922552919772e-07,2025-09-25T11:44:59.971408
67,1.0127506256103516,0.5928333401679993,1.0274678468704224,0.5850454568862915,5.4,5.585457643064728e-07,2025-09-25T11:45:05.578614
68,1.0127286911010742,0.5928560495376587,1.027217984199524,0.584886372089386,5.41,5.585457643064728e-07,2025-09-25T11:45:11.188501
69,1.012722134590149,0.5928863883018494,1.0272712707519531,0.5846818089485168,5.38,3.909820236458472e-07,2025-09-25T11:45:16.768807
70,1.0127052068710327,0.5929242372512817,1.027298927307129,0.584636390209198,5.39,3.909820236458472e-07,2025-09-25T11:45:22.375906
71,1.0127041339874268,0.5928711891174316,1.0272247791290283,0.5844772458076477,5.41,2.73687419394264e-07,2025-09-25T11:45:27.987237
72,1.0126924514770508,0.5929090976715088,1.0273510217666626,0.5849090814590454,5.44,2.73687419394264e-07,2025-09-25T11:45:33.633218
73,1.012689232826233,0.5929242372512817,1.0272048711776733,0.584636390209198,5.44,1.915811935759848e-07,2025-09-25T11:45:39.280759
74,1.0126816034317017,0.5929242372512817,1.027269721031189,0.5846590995788574,5.45,1.915811935759848e-07,2025-09-25T11:45:44.929092
75,1.0126789808273315,0.5929318070411682,1.0272263288497925,0.5845227241516113,5.37,1.3410684118753124e-07,2025-09-25T11:45:50.501266
76,1.012673020362854,0.5929318070411682,1.0272860527038574,0.5847727060317993,5.38,1.3410684118753124e-07,2025-09-25T11:45:56.086371
77,1.0126711130142212,0.5929545164108276,1.0271961688995361,0.5845454335212708,5.39,1.0000000116860974e-07,2025-09-25T11:46:01.678180
78,1.0126668214797974,0.5929318070411682,1.0272475481033325,0.584568202495575,5.4,1.0000000116860974e-07,2025-09-25T11:46:07.275850
79,1.0126651525497437,0.5929469466209412,1.0272023677825928,0.5845909118652344,5.37,1.0000000116860974e-07,2025-09-25T11:46:12.847190
80,1.0126649141311646,0.5929242372512817,1.0272663831710815,0.5846590995788574,5.38,1.0000000116860974e-07,2025-09-25T11:46:18.429441
81,1.0126649141311646,0.5929393768310547,1.0272198915481567,0.5845909118652344,5.4,1.0000000116860974e-07,2025-09-25T11:46:24.029274
82,1.0126618146896362,0.5929697155952454,1.0272090435028076,0.5845454335212708,5.34,1.0000000116860974e-07,2025-09-25T11:46:29.573662
83,1.0126615762710571,0.5929545164108276,1.027232050895691,0.5845454335212708,5.41,1.0000000116860974e-07,2025-09-25T11:46:35.184801
84,1.0126599073410034,0.5929545164108276,1.0272462368011475,0.5843636393547058,5.37,1.0000000116860974e-07,2025-09-25T11:46:40.757977
85,1.012657880783081,0.5929848551750183,1.0272223949432373,0.5845454335212708,5.38,1.0000000116860974e-07,2025-09-25T11:46:46.343866
