epoch,train_loss,train_accuracy,val_loss,val_accuracy,epoch_time_seconds,learning_rate,timestamp
1,2.347641944885254,0.13214583694934845,2.1411173343658447,0.1750454604625702,31.98,0.0010000000474974513,2025-09-26T23:26:19.131120
2,1.8190028667449951,0.3026837110519409,1.5548014640808105,0.3862272799015045,23.45,0.0010000000474974513,2025-09-26T23:26:42.660310
3,1.4484177827835083,0.4304734766483307,1.3491979837417603,0.4766136407852173,23.61,0.0010000000474974513,2025-09-26T23:27:06.358382
4,1.322905421257019,0.48149052262306213,1.2820534706115723,0.4973863661289215,28.55,0.0010000000474974513,2025-09-26T23:27:34.992452
5,1.2863845825195312,0.49702462553977966,1.26357901096344,0.5100681781768799,23.67,0.0010000000474974513,2025-09-26T23:27:58.747422
6,1.258787989616394,0.5138958096504211,1.2198556661605835,0.5313408970832825,23.26,0.0010000000474974513,2025-09-26T23:28:22.088357
7,1.2264348268508911,0.5289071798324585,1.1954188346862793,0.5392045378684998,24.58,0.0010000000474974513,2025-09-26T23:28:46.751902
8,1.2267191410064697,0.5292859673500061,1.2053238153457642,0.5370908975601196,23.5,0.0010000000474974513,2025-09-26T23:29:10.340775
9,1.236112356185913,0.5275871157646179,1.1876111030578613,0.5423181653022766,23.26,0.0010000000474974513,2025-09-26T23:29:33.715736
10,1.1928210258483887,0.5415700674057007,1.1813154220581055,0.5486136078834534,23.45,0.0010000000474974513,2025-09-26T23:29:57.251557
11,1.2030315399169922,0.5388825535774231,1.1664899587631226,0.5514772534370422,23.23,0.0010000000474974513,2025-09-26T23:30:20.571510
12,1.173187255859375,0.5484791398048401,1.1597390174865723,0.5554318428039551,23.33,0.0010000000474974513,2025-09-26T23:30:43.986815
13,1.1641626358032227,0.5525416731834412,1.1474781036376953,0.5615000128746033,23.23,0.0010000000474974513,2025-09-26T23:31:07.300375
14,1.1577577590942383,0.556939423084259,1.1425352096557617,0.5628409385681152,23.15,0.0010000000474974513,2025-09-26T23:31:30.533368
15,1.1527925729751587,0.5590606331825256,1.143008828163147,0.5627045631408691,23.13,0.0010000000474974513,2025-09-26T23:31:53.752921
16,1.1525673866271973,0.5599185824394226,1.1374658346176147,0.5668408870697021,23.06,0.0010000000474974513,2025-09-26T23:32:16.926276
17,1.1425455808639526,0.5648693442344666,1.136566162109375,0.5673863887786865,23.31,0.0010000000474974513,2025-09-26T23:32:40.318150
18,1.1389755010604858,0.5686155557632446,1.1319230794906616,0.572454571723938,23.12,0.0010000000474974513,2025-09-26T23:33:03.520604
19,1.1317020654678345,0.5756401419639587,1.1187195777893066,0.5838636159896851,23.3,0.0010000000474974513,2025-09-26T23:33:26.910428
20,1.1238938570022583,0.5823238492012024,1.123575210571289,0.5859545469284058,23.33,0.0010000000474974513,2025-09-26T23:33:50.328204
21,1.1173423528671265,0.590873122215271,1.1062555313110352,0.5980226993560791,23.32,0.0010000000474974513,2025-09-26T23:34:13.734764
22,1.0882964134216309,0.6064753532409668,1.080214262008667,0.609499990940094,23.23,0.0010000000474974513,2025-09-26T23:34:37.049454
23,1.072959303855896,0.6133333444595337,1.086593747138977,0.6051591038703918,23.34,0.0010000000474974513,2025-09-26T23:35:00.476933
24,1.06321120262146,0.6172878742218018,1.0717415809631348,0.6131818294525146,23.49,0.0010000000474974513,2025-09-26T23:35:24.072903
25,1.054729700088501,0.6214109659194946,1.0739715099334717,0.6142045259475708,23.31,0.0010000000474974513,2025-09-26T23:35:47.470393
26,1.0469074249267578,0.6247367262840271,1.0749143362045288,0.6175909042358398,23.13,0.0010000000474974513,2025-09-26T23:36:10.684557
27,1.0417824983596802,0.6272386312484741,1.0761005878448486,0.6149773001670837,23.01,0.0010000000474974513,2025-09-26T23:36:33.781368
28,1.0338045358657837,0.6305587291717529,1.0787935256958008,0.6152499914169312,23.18,0.0007000000332482159,2025-09-26T23:36:57.071893
29,1.0197584629058838,0.6362954378128052,1.0815316438674927,0.6170227527618408,23.1,0.0007000000332482159,2025-09-26T23:37:20.274544
30,1.0116021633148193,0.6396610140800476,1.0869479179382324,0.6179999709129333,22.94,0.0007000000332482159,2025-09-26T23:37:43.311559
31,1.0048425197601318,0.6429620981216431,1.1041024923324585,0.616636335849762,23.05,0.0007000000332482159,2025-09-26T23:38:06.448916
32,1.0007604360580444,0.6447802782058716,1.0994982719421387,0.6189772486686707,23.26,0.0007000000332482159,2025-09-26T23:38:29.840240
33,0.9918429851531982,0.6486344933509827,1.111472249031067,0.6165682077407837,22.97,0.0007000000332482159,2025-09-26T23:38:52.900085
34,0.9876737594604492,0.6505151391029358,1.12921142578125,0.6161590814590454,23.22,0.0004900000058114529,2025-09-26T23:39:16.227363
35,0.9731463193893433,0.6560037732124329,1.148857831954956,0.6155227422714233,23.14,0.0004900000058114529,2025-09-26T23:39:39.470838
36,0.9648904204368591,0.6599640250205994,1.1795653104782104,0.615045428276062,23.14,0.0003429999924264848,2025-09-26T23:40:02.724799
37,0.9544733762741089,0.6637083292007446,1.1828988790512085,0.6154772639274597,23.09,0.0003429999924264848,2025-09-26T23:40:25.930368
38,0.947240948677063,0.666689395904541,1.2074283361434937,0.6137045621871948,23.18,0.00024009999469853938,2025-09-26T23:40:49.235503
39,0.9364339113235474,0.6711249947547913,1.2616819143295288,0.6144999861717224,23.26,0.00024009999469853938,2025-09-26T23:41:12.604651
40,0.9317442774772644,0.6729280352592468,1.2717269659042358,0.6131136417388916,23.28,0.00016806999337859452,2025-09-26T23:41:36.001943
41,0.9237263798713684,0.6762557029724121,1.3140156269073486,0.6125454306602478,23.24,0.00016806999337859452,2025-09-26T23:41:59.356828
42,0.9197402596473694,0.6776837110519409,1.333107352256775,0.6139318346977234,23.24,0.00011764899682020769,2025-09-26T23:42:22.708370
43,0.9135492444038391,0.6800151467323303,1.3508034944534302,0.6118636131286621,23.4,0.00011764899682020769,2025-09-26T23:42:46.231264
44,0.9108038544654846,0.6812840700149536,1.3642226457595825,0.6123181581497192,23.24,8.235429413616657e-05,2025-09-26T23:43:09.591134
45,0.9061518907546997,0.6832860112190247,1.3881714344024658,0.6124318242073059,23.22,8.235429413616657e-05,2025-09-26T23:43:32.922435
46,0.9033305644989014,0.6843522787094116,1.4117445945739746,0.6110454797744751,23.21,5.764800516772084e-05,2025-09-26T23:43:56.245223
47,0.9002110362052917,0.6854431629180908,1.435261845588684,0.6111136078834534,23.31,5.764800516772084e-05,2025-09-26T23:44:19.663234
48,0.898533821105957,0.6863181591033936,1.4473345279693604,0.6111363768577576,23.02,4.035360325360671e-05,2025-09-26T23:44:42.793498
49,0.8959618210792542,0.6874924302101135,1.4617466926574707,0.6113636493682861,23.08,4.035360325360671e-05,2025-09-26T23:45:05.979879
50,0.8944314122200012,0.6877329349517822,1.4741511344909668,0.6118181943893433,23.16,2.8247523005120456e-05,2025-09-26T23:45:29.248421
51,0.8931336998939514,0.6887140274047852,1.4722259044647217,0.6116591095924377,23.37,2.8247523005120456e-05,2025-09-26T23:45:52.727189
52,0.8916455507278442,0.689007580280304,1.4828517436981201,0.6118181943893433,23.08,1.977326610358432e-05,2025-09-26T23:46:15.925452
53,0.8898113369941711,0.6898370981216431,1.488590955734253,0.6117727160453796,23.22,1.977326610358432e-05,2025-09-26T23:46:39.256220
54,0.8895508050918579,0.690210223197937,1.496688961982727,0.6115681529045105,23.8,1.3841286090610083e-05,2025-09-26T23:47:03.172088
55,0.8887729048728943,0.6904147863388062,1.4996271133422852,0.6113863587379456,23.38,1.3841286090610083e-05,2025-09-26T23:47:26.660890
56,0.8880918622016907,0.6904810667037964,1.507358431816101,0.6116591095924377,23.39,9.688899808679707e-06,2025-09-26T23:47:50.184227
57,0.8875572681427002,0.6908276677131653,1.5115742683410645,0.6113863587379456,23.19,9.688899808679707e-06,2025-09-26T23:48:13.487703
58,0.8868646025657654,0.6909867525100708,1.5113654136657715,0.6110681891441345,23.31,6.782229775126325e-06,2025-09-26T23:48:36.908787
59,0.8865779638290405,0.6911875009536743,1.5156829357147217,0.6112954616546631,23.15,6.782229775126325e-06,2025-09-26T23:49:00.169228
60,0.8863468170166016,0.6912859678268433,1.5168380737304688,0.61122727394104,23.15,4.747560979012633e-06,2025-09-26T23:49:23.424831
