epoch,train_loss,train_accuracy,val_loss,val_accuracy,epoch_time_seconds,learning_rate,timestamp
1,1.285014271736145,0.49605491757392883,1.2089003324508667,0.5379090905189514,171.82,0.0010000000474974513,2025-09-10T23:50:11.045524
2,1.1737335920333862,0.5471079349517822,1.1622560024261475,0.5546590685844421,44.21,0.0010000000474974513,2025-09-10T23:50:55.495055
3,1.1374887228012085,0.5626553297042847,1.1448252201080322,0.5650908946990967,43.43,0.0010000000474974513,2025-09-10T23:51:39.223703
4,1.1246347427368164,0.5680776238441467,1.1320128440856934,0.56938636302948,43.21,0.0010000000474974513,2025-09-10T23:52:22.705075
5,1.116316318511963,0.5720246434211731,1.1303457021713257,0.5705682039260864,44.41,0.0010000000474974513,2025-09-10T23:53:07.462675
6,1.110901117324829,0.5744299292564392,1.1244804859161377,0.5729772448539734,43.28,0.0010000000474974513,2025-09-10T23:53:51.017760
7,1.1050196886062622,0.5770852565765381,1.1185252666473389,0.5729772448539734,43.58,0.0010000000474974513,2025-09-10T23:54:34.881776
8,1.1001676321029663,0.5798048973083496,1.1222760677337646,0.5756363868713379,42.61,0.0010000000474974513,2025-09-10T23:55:17.898649
9,1.0947635173797607,0.5848371386528015,1.1211119890213013,0.5812954306602478,42.87,0.0010000000474974513,2025-09-10T23:56:01.056723
10,1.0818818807601929,0.598520815372467,1.1097347736358643,0.5935227274894714,43.23,0.0010000000474974513,2025-09-10T23:56:44.548280
11,1.0690001249313354,0.6081079840660095,1.1011531352996826,0.5993409156799316,43.42,0.0010000000474974513,2025-09-10T23:57:28.264193
12,1.060674786567688,0.6125056743621826,1.0968413352966309,0.602931797504425,43.27,0.0010000000474974513,2025-09-10T23:58:11.883698
13,1.052922010421753,0.6166250109672546,1.0895147323608398,0.6044772863388062,44.47,0.0010000000474974513,2025-09-10T23:58:57.128024
14,1.0462193489074707,0.6196647882461548,1.0934101343154907,0.6057272553443909,43.86,0.0010000000474974513,2025-09-10T23:59:41.253182
15,1.0400729179382324,0.6220530271530151,1.0968081951141357,0.604204535484314,44.27,0.0010000000474974513,2025-09-11T00:00:25.801702
16,1.0345230102539062,0.6245890259742737,1.0908820629119873,0.6066363453865051,43.5,0.0010000000474974513,2025-09-11T00:01:09.579832
17,1.0288691520690918,0.6265530586242676,1.0923149585723877,0.6082272529602051,43.45,0.0010000000474974513,2025-09-11T00:01:53.316403
18,1.0224676132202148,0.629742443561554,1.0968282222747803,0.6075682044029236,43.86,0.0010000000474974513,2025-09-11T00:02:37.461479
19,1.01824951171875,0.631304919719696,1.0922919511795044,0.6096590757369995,44.54,0.0010000000474974513,2025-09-11T00:03:22.298158
20,1.0127896070480347,0.6334317922592163,1.10174560546875,0.6083863377571106,44.15,0.0010000000474974513,2025-09-11T00:04:06.735661
21,1.0077905654907227,0.6358011364936829,1.1060142517089844,0.6097954511642456,44.01,0.0010000000474974513,2025-09-11T00:04:51.270999
22,1.0023530721664429,0.6372480988502502,1.106992483139038,0.6083409190177917,43.18,0.0010000000474974513,2025-09-11T00:05:34.787911
23,0.997746467590332,0.6396685838699341,1.1173131465911865,0.6087045669555664,42.73,0.0007000000332482159,2025-09-11T00:06:17.905015
24,0.9809263348579407,0.6460795402526855,1.1044889688491821,0.6113636493682861,44.09,0.0007000000332482159,2025-09-11T00:07:02.278210
25,0.9727512001991272,0.6492518782615662,1.1248362064361572,0.6078181862831116,43.05,0.0007000000332482159,2025-09-11T00:07:45.598947
26,0.9659922122955322,0.6519678235054016,1.1219797134399414,0.6100227236747742,42.78,0.0004900000058114529,2025-09-11T00:08:28.812356
27,0.9514631032943726,0.6569867134094238,1.1315027475357056,0.6104545593261719,43.32,0.0004900000058114529,2025-09-11T00:09:12.417203
28,0.9444801807403564,0.6597821712493896,1.1445237398147583,0.6087045669555664,44.04,0.0003429999924264848,2025-09-11T00:09:56.766786
29,0.9321701526641846,0.6641231179237366,1.1653101444244385,0.6086817979812622,43.83,0.0003429999924264848,2025-09-11T00:10:40.878761
30,0.924241840839386,0.6668901443481445,1.1661287546157837,0.6088408827781677,43.54,0.00024009999469853938,2025-09-11T00:11:24.682347
31,0.9142993688583374,0.6707386374473572,1.1795785427093506,0.6096590757369995,43.09,0.00024009999469853938,2025-09-11T00:12:08.107339
32,0.908560574054718,0.6729053258895874,1.191226601600647,0.6090909242630005,42.99,0.00016806999337859452,2025-09-11T00:12:51.589288
33,0.9005535840988159,0.6758598685264587,1.2258954048156738,0.6070681810379028,43.37,0.00016806999337859452,2025-09-11T00:13:35.369814
34,0.895756185054779,0.6778276562690735,1.223915696144104,0.6083409190177917,42.79,0.00011764899682020769,2025-09-11T00:14:18.437087
35,0.8905683755874634,0.6795416474342346,1.2351235151290894,0.6094772815704346,42.56,0.00011764899682020769,2025-09-11T00:15:01.275897
36,0.886391818523407,0.680946946144104,1.2538771629333496,0.6078863739967346,42.82,8.235429413616657e-05,2025-09-11T00:15:44.769212
37,0.8821799755096436,0.6824242472648621,1.2450199127197266,0.6082727313041687,43.01,8.235429413616657e-05,2025-09-11T00:16:28.058973
38,0.8797644972801208,0.6832935810089111,1.2502914667129517,0.609499990940094,43.32,5.764800516772084e-05,2025-09-11T00:17:11.648343
