SNR,Accuracy
-20,0.0927
-18,0.1164
-16,0.1223
-14,0.1791
-12,0.2282
-10,0.3177
-8,0.4227
-6,0.5532
-4,0.6882
-2,0.7923
0,0.8645
2,0.8745
4,0.8909
6,0.8964
8,0.8968
10,0.8882
12,0.9036
14,0.8932
16,0.9064
18,0.9023
