SNR,Accuracy
-20,0.095
-18,0.0914
-16,0.0927
-14,0.1091
-12,0.1323
-10,0.1941
-8,0.3459
-6,0.5332
-4,0.6541
-2,0.8182
0,0.8955
2,0.9195
4,0.9214
6,0.9191
8,0.9264
10,0.9273
12,0.9341
14,0.9359
16,0.9277
18,0.9355
