SNR,Accuracy
-20,0.0945
-18,0.1109
-16,0.1355
-14,0.1723
-12,0.2432
-10,0.3495
-8,0.4532
-6,0.5777
-4,0.7191
-2,0.8023
0,0.8423
2,0.8623
4,0.8636
6,0.8718
8,0.8618
10,0.8736
12,0.87
14,0.8659
16,0.8673
18,0.8609
