SNR,Accuracy
-20.0,0.11272727272727273
-18.0,0.10863636363636364
-16.0,0.1368181818181818
-14.0,0.16727272727272727
-12.0,0.22954545454545455
-10.0,0.3131818181818182
-8.0,0.4290909090909091
-6.0,0.5704545454545454
-4.0,0.7168181818181818
-2.0,0.8027272727272727
0.0,0.8722727272727273
2.0,0.8781818181818182
4.0,0.8854545454545455
6.0,0.8977272727272727
8.0,0.9004545454545455
10.0,0.899090909090909
12.0,0.9031818181818182
14.0,0.8972727272727272
16.0,0.9040909090909091
18.0,0.9
