SNR,Accuracy
-20,0.0977
-18,0.0905
-16,0.0936
-14,0.1014
-12,0.1395
-10,0.2168
-8,0.3445
-6,0.53
-4,0.6818
-2,0.7841
0,0.8564
2,0.8818
4,0.8895
6,0.8832
8,0.8836
10,0.8895
12,0.8927
14,0.8923
16,0.8845
18,0.8873
