SNR,Accuracy
-20,0.095
-18,0.0918
-16,0.0986
-14,0.1214
-12,0.1664
-10,0.2677
-8,0.3632
-6,0.52
-4,0.6409
-2,0.7409
0,0.7914
2,0.8141
4,0.8132
6,0.8245
8,0.8318
10,0.8318
12,0.8436
14,0.8368
16,0.8245
18,0.8291
