SNR,Accuracy
-20,0.0977
-18,0.1105
-16,0.1409
-14,0.1914
-12,0.2477
-10,0.3514
-8,0.4482
-6,0.5577
-4,0.6945
-2,0.7827
0,0.8295
2,0.8523
4,0.8482
6,0.8414
8,0.8568
10,0.8459
12,0.8541
14,0.8618
16,0.8459
18,0.8414
