SNR,Accuracy
-20.0,0.12025
-18.0,0.13808333333333334
-16.0,0.16866666666666666
-14.0,0.23041666666666666
-12.0,0.30091666666666667
-10.0,0.39941666666666664
-8.0,0.5013333333333333
-6.0,0.60825
-4.0,0.7308333333333333
-2.0,0.812
0.0,0.8665
2.0,0.8524166666666667
4.0,0.8214166666666667
6.0,0.82425
8.0,0.8315833333333333
10.0,0.8319166666666666
12.0,0.8323333333333334
14.0,0.8330833333333333
16.0,0.83525
18.0,0.83875
